book_object_id,book_location,printed_page,current_book_version,target_book_version,target_disposition,primary_companion_path,secondary_companion_paths,coverage_status,note
APP-D-INDEPENDENT_VERIFICATION_NOT_MODEL_AGREEMENT,"Appendix D. Generative AI Use, Disclosure and Responsibility / Independent verification, not model agreement",,3.7.1,3.9.0,formal appendix removed; stable principle integrated where required; operational object maintained in companion,companion/06_AI_TRACE_AND_DISCLOSURE/DC_D_GENERATIVE_AI_USE_DISCLOSURE_AND_RESPONSIBILITY.md,,MIGRATION COMPLETE,Book v3.9.0 is appendix-free; current official sources prevail over dated operational records.
APP-D-DISCLOSURE_DECLARATION_AND_AUTHORSHIP,"Appendix D. Generative AI Use, Disclosure and Responsibility / Disclosure, declaration and authorship",,3.7.1,3.9.0,formal appendix removed; stable principle integrated where required; operational object maintained in companion,companion/06_AI_TRACE_AND_DISCLOSURE/DC_D_GENERATIVE_AI_USE_DISCLOSURE_AND_RESPONSIBILITY.md,,MIGRATION COMPLETE,Book v3.9.0 is appendix-free; current official sources prevail over dated operational records.
APP-D-CONFIDENTIALITY_RIGHTS_AND_RELEASE_BOUNDARY,"Appendix D. Generative AI Use, Disclosure and Responsibility / Confidentiality, rights and release boundary",,3.7.1,3.9.0,formal appendix removed; stable principle integrated where required; operational object maintained in companion,companion/06_AI_TRACE_AND_DISCLOSURE/DC_D_GENERATIVE_AI_USE_DISCLOSURE_AND_RESPONSIBILITY.md,,MIGRATION COMPLETE,Book v3.9.0 is appendix-free; current official sources prevail over dated operational records.
APP-D-DEFENCE_OWNERSHIP_AND_STOP_RULES,"Appendix D. Generative AI Use, Disclosure and Responsibility / Defence ownership and stop rules",,3.7.1,3.9.0,formal appendix removed; stable principle integrated where required; operational object maintained in companion,companion/06_AI_TRACE_AND_DISCLOSURE/DC_D_GENERATIVE_AI_USE_DISCLOSURE_AND_RESPONSIBILITY.md,,MIGRATION COMPLETE,Book v3.9.0 is appendix-free; current official sources prevail over dated operational records.
APP-E,Appendix E. Submission and Defence Checklists,191,3.7.1,3.9.0,formal appendix removed; stable principle integrated where required; operational object maintained in companion,companion/07_SUBMISSION_AND_DEFENCE/DC_E_SUBMISSION_AND_DEFENCE.md,companion/07_SUBMISSION_AND_DEFENCE/E1_FREEZE_ONE_ASSESSABLE_RECORD.csv | companion/07_SUBMISSION_AND_DEFENCE/E2_SUBMIT_THE_DOSSIER_AND_PROVE_ENROLMENT.csv | companion/07_SUBMISSION_AND_DEFENCE/E3_DEMONSTRATION_AND_FALLBACK.csv | companion/07_SUBMISSION_AND_DEFENCE/E4_PRESENTATION_AND_ACCESSIBILITY.csv | companion/07_SUBMISSION_AND_DEFENCE/E5_ORAL_OWNERSHIP_AND_HOSTILE_QUESTIONS.csv | companion/07_SUBMISSION_AND_DEFENCE/E6_DEFENCE_DAY_INCIDENT_RESPONSE_AND_CLOSEOUT.csv,MIGRATION COMPLETE,Book v3.9.0 is appendix-free; current official sources prevail over dated operational records.
APP-E-HOW_TO_USE_THE_CHECKLISTS,Appendix E. Submission and Defence Checklists / How to use the checklists,,3.7.1,3.9.0,formal appendix removed; stable principle integrated where required; operational object maintained in companion,companion/07_SUBMISSION_AND_DEFENCE/DC_E_SUBMISSION_AND_DEFENCE.md,,MIGRATION COMPLETE,Book v3.9.0 is appendix-free; current official sources prevail over dated operational records.
APP-E-SUBMIT_THE_DOSSIER_AND_PROVE_ENROLMENT,Appendix E. Submission and Defence Checklists / Submit the dossier and prove enrolment,,3.7.1,3.9.0,formal appendix removed; stable principle integrated where required; operational object maintained in companion,companion/07_SUBMISSION_AND_DEFENCE/DC_E_SUBMISSION_AND_DEFENCE.md,,MIGRATION COMPLETE,Book v3.9.0 is appendix-free; current official sources prevail over dated operational records.
APP-E-DEMONSTRATION_AND_FALLBACK,Appendix E. Submission and Defence Checklists / Demonstration and fallback,,3.7.1,3.9.0,formal appendix removed; stable principle integrated where required; operational object maintained in companion,companion/07_SUBMISSION_AND_DEFENCE/DC_E_SUBMISSION_AND_DEFENCE.md,,MIGRATION COMPLETE,Book v3.9.0 is appendix-free; current official sources prevail over dated operational records.
APP-E-PRESENTATION_AND_ACCESSIBILITY,Appendix E. Submission and Defence Checklists / Presentation and accessibility,,3.7.1,3.9.0,formal appendix removed; stable principle integrated where required; operational object maintained in companion,companion/07_SUBMISSION_AND_DEFENCE/DC_E_SUBMISSION_AND_DEFENCE.md,,MIGRATION COMPLETE,Book v3.9.0 is appendix-free; current official sources prevail over dated operational records.
APP-E-ORAL_OWNERSHIP_AND_HOSTILE_QUESTIONS,Appendix E. Submission and Defence Checklists / Oral ownership and hostile questions,,3.7.1,3.9.0,formal appendix removed; stable principle integrated where required; operational object maintained in companion,companion/07_SUBMISSION_AND_DEFENCE/DC_E_SUBMISSION_AND_DEFENCE.md,,MIGRATION COMPLETE,Book v3.9.0 is appendix-free; current official sources prevail over dated operational records.
APP-E-DEFENCE_DAY_INCIDENT_RESPONSE_AND_CLOSEOUT,"Appendix E. Submission and Defence Checklists / Defence day, incident response and closeout",,3.7.1,3.9.0,formal appendix removed; stable principle integrated where required; operational object maintained in companion,companion/07_SUBMISSION_AND_DEFENCE/DC_E_SUBMISSION_AND_DEFENCE.md,,MIGRATION COMPLETE,Book v3.9.0 is appendix-free; current official sources prevail over dated operational records.
APP-E-FINAL_READINESS_DECISION,Appendix E. Submission and Defence Checklists / Final readiness decision,,3.7.1,3.9.0,formal appendix removed; stable principle integrated where required; operational object maintained in companion,companion/07_SUBMISSION_AND_DEFENCE/DC_E_SUBMISSION_AND_DEFENCE.md,,MIGRATION COMPLETE,Book v3.9.0 is appendix-free; current official sources prevail over dated operational records.
