migration_id,appendix,source_kind,source_locator,section,style,source_text,planned_disposition,retain_in_book,target,volatile,status,companion_path,companion_locator,companion_coverage_status,normalised_match_score,source_verification_status,book_v3_8_action,phase14c_closure_status,closure_basis
APX-P1471,D,paragraph,P1471,"Confidentiality, rights and release boundary",Body Text,"Keep the full TRACE record and sensitive interaction history in the controlled private or restricted workspace. Release only the disclosure and supporting material that is authorised, necessary and safe. Before applying AI to files received from others, inspect for comments, invisible text, metadata, embedded objects or hidden instructions that could expose information or manipulate an automated workflow.",MIGRATE_TO_DIGITAL_MODULE,NO_OR_SUMMARY_ONLY,DC-D,YES,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/06_AI_TRACE_AND_DISCLOSURE/DC_D_GENERATIVE_AI_USE_DISCLOSURE_AND_RESPONSIBILITY.md,line 73,ADAPTED_NARRATIVE_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Adapted module prose located by normalised text comparison (score 1.000); original source text retained in this register.
APX-P1472,D,paragraph,P1472,Defence ownership and stop rules,Heading 2,Defence ownership and stop rules,MIGRATE_SUBSECTION_AND_RETAIN_PRINCIPLE_IF_STABLE,SELECTIVE,DC-D operational section,MIXED,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/06_AI_TRACE_AND_DISCLOSURE/DC_D_GENERATIVE_AI_USE_DISCLOSURE_AND_RESPONSIBILITY.md,line 75,ADAPTED_NARRATIVE_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Adapted module prose located by normalised text comparison (score 1.000); original source text retained in this register.
APX-P1473,D,paragraph,P1473,Defence ownership and stop rules,First Paragraph,"The final test is oral and operational ownership. The student must be able to explain why the tool was used, what changed, which alternatives were rejected, how every material output was verified and how the substantive result can be reproduced without the original chat. Retained prose does not become independently authored merely because it was lightly edited.",MIGRATE_TO_DIGITAL_MODULE,NO_OR_SUMMARY_ONLY,DC-D,MIXED,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/06_AI_TRACE_AND_DISCLOSURE/DC_D_GENERATIVE_AI_USE_DISCLOSURE_AND_RESPONSIBILITY.md,line 77,ADAPTED_NARRATIVE_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Adapted module prose located by normalised text comparison (score 1.000); original source text retained in this register.
APX-P1474,D,paragraph,P1474,Defence ownership and stop rules,Body Text,"Stop and reopen the responsible gate when a source cannot be resolved, a calculation cannot be reproduced, code cannot be explained or tested, rights remain unclear, a confidential input was exposed, a substantial use was omitted from disclosure or the official declaration no longer matches the work. Resolve the defect before submission. A polished final file is not evidence that an uncontrolled intervention became acceptable.",REINTEGRATE_STABLE_PRINCIPLE_AND_MIGRATE_OPERATIONAL_DETAIL,YES_SELECTIVE,"Chapter 1, Chapter 5, Chapter 8 or Chapter 9 plus DC-D",YES,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/06_AI_TRACE_AND_DISCLOSURE/DC_D_GENERATIVE_AI_USE_DISCLOSURE_AND_RESPONSIBILITY.md,line 79,ADAPTED_NARRATIVE_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Adapted module prose located by normalised text comparison (score 1.000); original source text retained in this register.
APX-P1475,D,paragraph,P1475,Defence ownership and stop rules,Body Text,"Appendix E converts these principles into submission and defence checks. Appendix C controls where the TRACE record, official declaration, restricted material and release evidence are retained. Current official instructions always prevail over this dated appendix.",REINTEGRATE_STABLE_PRINCIPLE_AND_MIGRATE_OPERATIONAL_DETAIL,YES_SELECTIVE,"Chapter 1, Chapter 5, Chapter 8 or Chapter 9 plus DC-D",YES,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/06_AI_TRACE_AND_DISCLOSURE/DC_D_GENERATIVE_AI_USE_DISCLOSURE_AND_RESPONSIBILITY.md,line 81,ADAPTED_NARRATIVE_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Adapted module prose located by normalised text comparison (score 1.000); original source text retained in this register.
APX-P1477,E,paragraph,P1477,,Heading 1,Appendix E. Submission and Defence Checklists,REMOVE_PRINTED_HEADING_CREATE_DC_LANDING_PAGE,NO,DC-E module landing page,MIXED,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/DC_E_SUBMISSION_AND_DEFENCE.md,line 1,ADAPTED_NARRATIVE_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Adapted module prose located by normalised text comparison (score 1.000); original source text retained in this register.
APX-P1478,E,paragraph,P1478,,Chapter Lead,The final evidence-backed control before submission and oral examination,MIGRATE_TO_DIGITAL_MODULE,NO_OR_SUMMARY_ONLY,DC-E,MIXED,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/DC_E_SUBMISSION_AND_DEFENCE.md,line 11,ADAPTED_NARRATIVE_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Adapted module prose located by normalised text comparison (score 1.000); original source text retained in this register.
APX-P1479,E,paragraph,P1479,,First Paragraph,"A checklist is useful only when a tick denotes an observed state. Do not tick an item because it is planned, probably correct or visible in an unverified interface. Tick it only after the required object, receipt, decision, test result or written clarification exists and can be retrieved. These checklists convert the Defence Readiness Gate in Chapter 9 into a compact operating record. They do not replace the route-specific regulations, current-session calendar, official forms or instructions summarised in Appendices A–D.",REINTEGRATE_STABLE_PRINCIPLE_AND_MIGRATE_OPERATIONAL_DETAIL,YES_SELECTIVE,Chapter 9 plus DC-E,YES,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/DC_E_SUBMISSION_AND_DEFENCE.md,line 13,ADAPTED_NARRATIVE_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Adapted module prose located by normalised text comparison (score 1.000); original source text retained in this register.
APX-P1480,E,paragraph,P1480,,Body Text,"The source set was checked on 21 August 2026. Current official instructions prevail over this dated aid. The bachelor’s and master’s routes remain distinct: do not import the number of tests, speaking time, theoretical component, dossier items or submission channel from one route into the other. Where official sources conflict, mark CONFLICT, pause the affected action and obtain dated written clarification from the competent authority. Silence, habit and a prior cohort’s procedure are not clarification.",MOVE_TO_DIGITAL_SOURCE_AND_VOLATILITY_REGISTER,NO,ASE/CSIE source and volatility register,YES,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/DC_E_SUBMISSION_AND_DEFENCE.md,line 15,ADAPTED_NARRATIVE_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Adapted module prose located by normalised text comparison (score 1.000); original source text retained in this register.
APX-P1481,E,paragraph,P1481,,Body Text,"Class M identifies a current mandatory official requirement or a non-negotiable integrity condition. Class C identifies an official requirement activated by route, status, cohort, mobility, fee, identity, account access, demonstration condition or another stated trigger. Once activated, a Class C item is mandatory. Class R identifies an authorial control that reduces ambiguity, version drift or operational failure without claiming independent institutional force. Record N/A only with the reason and authority for non-applicability. PENDING, CONFLICT and BLOCKED cannot be converted into a tick.",REINTEGRATE_STABLE_PRINCIPLE_AND_MIGRATE_OPERATIONAL_DETAIL,YES_SELECTIVE,Chapter 9 plus DC-E,YES,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/DC_E_SUBMISSION_AND_DEFENCE.md,line 19,ADAPTED_NARRATIVE_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Adapted module prose located by normalised text comparison (score 1.000); original source text retained in this register.
APX-P1482,E,paragraph,P1482,How to use the checklists,Heading 2,How to use the checklists,MIGRATE_SUBSECTION_AND_RETAIN_PRINCIPLE_IF_STABLE,SELECTIVE,DC-E operational section,MIXED,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/DC_E_SUBMISSION_AND_DEFENCE.md,line 21,ADAPTED_NARRATIVE_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Adapted module prose located by normalised text comparison (score 1.000); original source text retained in this register.
APX-P1483,E,paragraph,P1483,How to use the checklists,First Paragraph,"Create one dated working copy for the actual examination route. Enter the current authority set and session before using any table. Preserve the completed copy in the restricted Defence Readiness Dossier with the evidence it cites. A tick must remain intelligible to an authorised second person who did not assemble the package. Where an item fails, record the defect, earliest responsible gate, repair owner, due date and retest evidence. Do not erase a failed state after repair; close it through a dated disposition.",MIGRATE_TO_DIGITAL_MODULE,NO_OR_SUMMARY_ONLY,DC-E,YES,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/DC_E_SUBMISSION_AND_DEFENCE.md,line 23,ADAPTED_NARRATIVE_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Adapted module prose located by normalised text comparison (score 1.000); original source text retained in this register.
APX-P1484,E,paragraph,P1484,How to use the checklists,Body Text,"Use this evidence hierarchy: official decision or confirmation, controlled file or record, independent test result, dated receipt, then explanatory note. A filename, local existence, screenshot without context or verbal assurance is not equivalent to confirmation. In particular, transmitted does not mean enrolled, uploaded does not mean accepted and opened once does not mean recoverable under examination conditions.",MIGRATE_TO_DIGITAL_MODULE,NO_OR_SUMMARY_ONLY,DC-E,YES,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/DC_E_SUBMISSION_AND_DEFENCE.md,line 25,ADAPTED_NARRATIVE_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Adapted module prose located by normalised text comparison (score 1.000); original source text retained in this register.
APX-P1485,E,paragraph,P1485,How to use the checklists,Table Caption,Table E.1. Freeze one assessable record,MIGRATE_TABLE_AS_EDITABLE_RECORD,NO_TABLE,DC-E CSV/DOCX record,MIXED,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/DC_E_SUBMISSION_AND_DEFENCE.md,line 27,ADAPTED_NARRATIVE_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Adapted module prose located by normalised text comparison (score 1.000); original source text retained in this register.
APX-P1486,E,paragraph,P1486,How to use the checklists,Source Note,"Note. Complete this table before any final transmission. Scientific-content identity permits format conversion only when the assessed intellectual content, evidence and claim remain unchanged.",MOVE_TO_DIGITAL_SOURCE_AND_VOLATILITY_REGISTER,NO,ASE/CSIE source and volatility register,YES,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/DC_E_SUBMISSION_AND_DEFENCE.md,line 31,ADAPTED_NARRATIVE_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Adapted module prose located by normalised text comparison (score 1.000); original source text retained in this register.
APX-P1487,E,paragraph,P1487,Submit the dossier and prove enrolment,Heading 2,Submit the dossier and prove enrolment,MIGRATE_SUBSECTION_AND_RETAIN_PRINCIPLE_IF_STABLE,SELECTIVE,DC-E operational section,MIXED,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/DC_E_SUBMISSION_AND_DEFENCE.md,line 33,ADAPTED_NARRATIVE_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Adapted module prose located by normalised text comparison (score 1.000); original source text retained in this register.
APX-P1488,E,paragraph,P1488,Submit the dossier and prove enrolment,First Paragraph,"Submission has at least three distinguishable states: possession of a local file, successful transmission and confirmed administrative enrolment. The first does not prove the second and the second does not prove the third. Current bachelor’s and master’s regulations require the candidate to ensure that the final file is complete and openable and to check the confirmation issued after document verification and enrolment. An incomplete dossier is not cured by a successful file upload.",MIGRATE_TO_DIGITAL_MODULE,NO_OR_SUMMARY_ONLY,DC-E,YES,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/DC_E_SUBMISSION_AND_DEFENCE.md,line 35,ADAPTED_NARRATIVE_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Adapted module prose located by normalised text comparison (score 1.000); original source text retained in this register.
APX-P1489,E,paragraph,P1489,Submit the dossier and prove enrolment,Table Caption,Table E.2. Submit the dossier and prove enrolment,MIGRATE_TABLE_AS_EDITABLE_RECORD,NO_TABLE,DC-E CSV/DOCX record,MIXED,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/DC_E_SUBMISSION_AND_DEFENCE.md,line 37,ADAPTED_NARRATIVE_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Adapted module prose located by normalised text comparison (score 1.000); original source text retained in this register.
APX-P1490,E,paragraph,P1490,Submit the dossier and prove enrolment,Source Note,"Note. A receipt proves only the state and object it identifies. Preserve the chain from validated scientific file to transmission, dossier verification and enrolment confirmation.",MOVE_TO_DIGITAL_SOURCE_AND_VOLATILITY_REGISTER,NO,ASE/CSIE source and volatility register,YES,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/DC_E_SUBMISSION_AND_DEFENCE.md,line 41,ADAPTED_NARRATIVE_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Adapted module prose located by normalised text comparison (score 1.000); original source text retained in this register.
APX-P1491,E,paragraph,P1491,Demonstration and fallback,Heading 2,Demonstration and fallback,MIGRATE_SUBSECTION_AND_RETAIN_PRINCIPLE_IF_STABLE,SELECTIVE,DC-E operational section,MIXED,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/DC_E_SUBMISSION_AND_DEFENCE.md,line 43,ADAPTED_NARRATIVE_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Adapted module prose located by normalised text comparison (score 1.000); original source text retained in this register.
APX-P1492,E,paragraph,P1492,Demonstration and fallback,First Paragraph,"A demonstration is route- and project-dependent. It may be required, permitted, discouraged or unnecessary. Confirm the applicable condition before preparing one. A fallback supports recovery but does not silently replace a live demonstration when the current rules explicitly require live operation. Every performance asset must represent the same release, data state and claim as the frozen record.",MIGRATE_TO_DIGITAL_MODULE,NO_OR_SUMMARY_ONLY,DC-E,YES,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/DC_E_SUBMISSION_AND_DEFENCE.md,line 45,ADAPTED_NARRATIVE_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Adapted module prose located by normalised text comparison (score 1.000); original source text retained in this register.
APX-P1493,E,paragraph,P1493,Demonstration and fallback,Table Caption,Table E.3. Demonstration and fallback,MIGRATE_TABLE_AS_EDITABLE_RECORD,NO_TABLE,DC-E CSV/DOCX record,MIXED,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/DC_E_SUBMISSION_AND_DEFENCE.md,line 47,ADAPTED_NARRATIVE_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Adapted module prose located by normalised text comparison (score 1.000); original source text retained in this register.
APX-P1494,E,paragraph,P1494,Demonstration and fallback,Source Note,Note. Operational smoothness is not a scientific result. Demonstration supports access to evidence but cannot strengthen the validated claim or hide a methodological defect.,MOVE_TO_DIGITAL_SOURCE_AND_VOLATILITY_REGISTER,NO,ASE/CSIE source and volatility register,YES,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/DC_E_SUBMISSION_AND_DEFENCE.md,line 51,ADAPTED_NARRATIVE_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Adapted module prose located by normalised text comparison (score 1.000); original source text retained in this register.
APX-P1495,E,paragraph,P1495,Presentation and accessibility,Heading 2,Presentation and accessibility,MIGRATE_SUBSECTION_AND_RETAIN_PRINCIPLE_IF_STABLE,SELECTIVE,DC-E operational section,MIXED,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/DC_E_SUBMISSION_AND_DEFENCE.md,line 53,ADAPTED_NARRATIVE_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Adapted module prose located by normalised text comparison (score 1.000); original source text retained in this register.
APX-P1496,E,paragraph,P1496,Presentation and accessibility,First Paragraph,"The presentation is a retrieval interface for the assessed record, not a second manuscript. Build it around the problem, decisive contribution, supporting evidence, boundary that prevents overclaiming and defensible implication. Current route-specific conditions control duration, test structure, room, equipment and permitted aids.",MIGRATE_TO_DIGITAL_MODULE,NO_OR_SUMMARY_ONLY,DC-E,YES,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/DC_E_SUBMISSION_AND_DEFENCE.md,line 55,ADAPTED_NARRATIVE_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Adapted module prose located by normalised text comparison (score 1.000); original source text retained in this register.
APX-P1497,E,paragraph,P1497,Presentation and accessibility,Table Caption,Table E.4. Presentation and accessibility,MIGRATE_TABLE_AS_EDITABLE_RECORD,NO_TABLE,DC-E CSV/DOCX record,MIXED,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/DC_E_SUBMISSION_AND_DEFENCE.md,line 57,ADAPTED_NARRATIVE_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Adapted module prose located by normalised text comparison (score 1.000); original source text retained in this register.
APX-P1498,E,paragraph,P1498,Presentation and accessibility,Source Note,"Note. A shorter, legible and evidence-linked deck is preferable to a comprehensive deck that changes the project, conceals uncertainty or cannot be read in the examination environment.",MOVE_TO_DIGITAL_SOURCE_AND_VOLATILITY_REGISTER,NO,ASE/CSIE source and volatility register,MIXED,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/DC_E_SUBMISSION_AND_DEFENCE.md,line 61,ADAPTED_NARRATIVE_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Adapted module prose located by normalised text comparison (score 1.000); original source text retained in this register.
APX-P1499,E,paragraph,P1499,Oral ownership and hostile questions,Heading 2,Oral ownership and hostile questions,MIGRATE_SUBSECTION_AND_RETAIN_PRINCIPLE_IF_STABLE,SELECTIVE,DC-E operational section,MIXED,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/DC_E_SUBMISSION_AND_DEFENCE.md,line 63,ADAPTED_NARRATIVE_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Adapted module prose located by normalised text comparison (score 1.000); original source text retained in this register.
APX-P1500,E,paragraph,P1500,Oral ownership and hostile questions,First Paragraph,"The oral examination tests whether the student can retrieve, explain and bound the record under questioning. Memorised fluency is insufficient. A defensible answer normally contains a direct answer, decisive evidence, principal boundary and implication or repair. An honest unknown and a bounded correction are stronger than an invented detail.",MIGRATE_TO_DIGITAL_MODULE,NO_OR_SUMMARY_ONLY,DC-E,MIXED,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/DC_E_SUBMISSION_AND_DEFENCE.md,line 65,ADAPTED_NARRATIVE_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Adapted module prose located by normalised text comparison (score 1.000); original source text retained in this register.
APX-P1501,E,paragraph,P1501,Oral ownership and hostile questions,Table Caption,Table E.5. Oral ownership and hostile questions,MIGRATE_TABLE_AS_EDITABLE_RECORD,NO_TABLE,DC-E CSV/DOCX record,MIXED,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/DC_E_SUBMISSION_AND_DEFENCE.md,line 67,ADAPTED_NARRATIVE_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Adapted module prose located by normalised text comparison (score 1.000); original source text retained in this register.
APX-P1502,E,paragraph,P1502,Oral ownership and hostile questions,Source Note,Note. A polished answer that exceeds the validated record is a failure of ownership. Rehearsal is useful only when the student can adapt the answer and retrieve the underlying evidence.,MOVE_TO_DIGITAL_SOURCE_AND_VOLATILITY_REGISTER,NO,ASE/CSIE source and volatility register,YES,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/DC_E_SUBMISSION_AND_DEFENCE.md,line 71,ADAPTED_NARRATIVE_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Adapted module prose located by normalised text comparison (score 1.000); original source text retained in this register.
APX-P1503,E,paragraph,P1503,"Defence day, incident response and closeout",Heading 2,"Defence day, incident response and closeout",MIGRATE_SUBSECTION_AND_RETAIN_PRINCIPLE_IF_STABLE,SELECTIVE,DC-E operational section,MIXED,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/DC_E_SUBMISSION_AND_DEFENCE.md,line 73,ADAPTED_NARRATIVE_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Adapted module prose located by normalised text comparison (score 1.000); original source text retained in this register.
APX-P1504,E,paragraph,P1504,"Defence day, incident response and closeout",First Paragraph,"Defence day should contain no unresolved scientific choice. It is an execution and retrieval event under the current official conditions. Closeout begins immediately afterwards: retain the examined state, official communications and authorised corrections while preserving the separation between restricted evidence and any later public release.",REINTEGRATE_STABLE_PRINCIPLE_AND_MIGRATE_OPERATIONAL_DETAIL,YES_SELECTIVE,Chapter 9 plus DC-E,MIXED,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/07_SUBMISSION_AND_DEFENCE/DC_E_SUBMISSION_AND_DEFENCE.md,line 75,ADAPTED_NARRATIVE_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Adapted module prose located by normalised text comparison (score 1.000); original source text retained in this register.
