record_id,level,filename,template_path,field_order,field_name,field_label,semantic_definition,entry_rule,requiredness,controlled_vocabulary,controlled_values,sensitivity,validation_rule,book_anchor
FULL-AUTHORITY_MATRIX_FULL,full,AUTHORITY_MATRIX_FULL.csv,companion/04_TEMPLATES_FULL/AUTHORITY_MATRIX_FULL.csv,7,conditions,conditions,Record conditions in sufficiently precise terms for a competent reviewer to reconstruct and challenge the decision.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,may reference restricted administrative objects; store only safe identifiers and segregated locators,non-empty when required; internally consistent with linked records,"1.5 Who owns which decision?; 4.6 Treat authority, ethics, data, security and licences as design inputs"
FULL-AUTHORITY_MATRIX_FULL,full,AUTHORITY_MATRIX_FULL.csv,companion/04_TEMPLATES_FULL/AUTHORITY_MATRIX_FULL.csv,8,evidence_object,Evidence object,Stable identifier or safe locator for the evidence used. Do not paste confidential payloads.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,may reference restricted administrative objects; store only safe identifiers and segregated locators,non-empty when required; internally consistent with linked records,"1.5 Who owns which decision?; 4.6 Treat authority, ethics, data, security and licences as design inputs"
FULL-AUTHORITY_MATRIX_FULL,full,AUTHORITY_MATRIX_FULL.csv,companion/04_TEMPLATES_FULL/AUTHORITY_MATRIX_FULL.csv,9,expiry_or_recheck,Expiry or recheck,Record expiry or recheck in sufficiently precise terms for a competent reviewer to reconstruct and challenge the decision.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,may reference restricted administrative objects; store only safe identifiers and segregated locators,non-empty when required; internally consistent with linked records,"1.5 Who owns which decision?; 4.6 Treat authority, ethics, data, security and licences as design inputs"
FULL-AUTHORITY_MATRIX_FULL,full,AUTHORITY_MATRIX_FULL.csv,companion/04_TEMPLATES_FULL/AUTHORITY_MATRIX_FULL.csv,10,owner,owner,Person responsible for the object or next action. Use a role rather than personal contact data when appropriate.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,may reference restricted administrative objects; store only safe identifiers and segregated locators,non-empty when required; internally consistent with linked records,"1.5 Who owns which decision?; 4.6 Treat authority, ethics, data, security and licences as design inputs"
FULL-AUTHORITY_MATRIX_FULL,full,AUTHORITY_MATRIX_FULL.csv,companion/04_TEMPLATES_FULL/AUTHORITY_MATRIX_FULL.csv,11,notes,notes,Record notes in sufficiently precise terms for a competent reviewer to reconstruct and challenge the decision.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,optional; do not use for unstructured personal or confidential payloads,,,may reference restricted administrative objects; store only safe identifiers and segregated locators,non-empty when required; internally consistent with linked records,"1.5 Who owns which decision?; 4.6 Treat authority, ethics, data, security and licences as design inputs"
FULL-AUTHOR_IDENTITY_HEADLINE_RECORD_FULL,full,AUTHOR_IDENTITY_HEADLINE_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/AUTHOR_IDENTITY_HEADLINE_RECORD_FULL.csv,1,Author order,Author order,Exact final order.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"8.3 Lock authorship, headline layers and terminology to one claim"
FULL-AUTHOR_IDENTITY_HEADLINE_RECORD_FULL,full,AUTHOR_IDENTITY_HEADLINE_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/AUTHOR_IDENTITY_HEADLINE_RECORD_FULL.csv,2,Author identifiers,Author identifiers,Only verified affiliations and ORCIDs.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"8.3 Lock authorship, headline layers and terminology to one claim"
FULL-AUTHOR_IDENTITY_HEADLINE_RECORD_FULL,full,AUTHOR_IDENTITY_HEADLINE_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/AUTHOR_IDENTITY_HEADLINE_RECORD_FULL.csv,3,Contribution statement,Contribution statement,Only confirmed contributions.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"8.3 Lock authorship, headline layers and terminology to one claim"
FULL-AUTHOR_IDENTITY_HEADLINE_RECORD_FULL,full,AUTHOR_IDENTITY_HEADLINE_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/AUTHOR_IDENTITY_HEADLINE_RECORD_FULL.csv,4,Title,Title,Bounded and accurate.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"8.3 Lock authorship, headline layers and terminology to one claim"
FULL-AUTHOR_IDENTITY_HEADLINE_RECORD_FULL,full,AUTHOR_IDENTITY_HEADLINE_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/AUTHOR_IDENTITY_HEADLINE_RECORD_FULL.csv,5,Subtitle,Subtitle,If used.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"8.3 Lock authorship, headline layers and terminology to one claim"
FULL-AUTHOR_IDENTITY_HEADLINE_RECORD_FULL,full,AUTHOR_IDENTITY_HEADLINE_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/AUTHOR_IDENTITY_HEADLINE_RECORD_FULL.csv,6,Abstract question,Abstract question,Matches manuscript.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"8.3 Lock authorship, headline layers and terminology to one claim"
FULL-AUTHOR_IDENTITY_HEADLINE_RECORD_FULL,full,AUTHOR_IDENTITY_HEADLINE_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/AUTHOR_IDENTITY_HEADLINE_RECORD_FULL.csv,7,Abstract method,Abstract method,Executed method.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"8.3 Lock authorship, headline layers and terminology to one claim"
FULL-AUTHOR_IDENTITY_HEADLINE_RECORD_FULL,full,AUTHOR_IDENTITY_HEADLINE_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/AUTHOR_IDENTITY_HEADLINE_RECORD_FULL.csv,8,Abstract result,Abstract result,Evidence-aligned.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"8.3 Lock authorship, headline layers and terminology to one claim"
FULL-AUTHOR_IDENTITY_HEADLINE_RECORD_FULL,full,AUTHOR_IDENTITY_HEADLINE_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/AUTHOR_IDENTITY_HEADLINE_RECORD_FULL.csv,9,Abstract conclusion,Abstract conclusion,Bounded claim.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"8.3 Lock authorship, headline layers and terminology to one claim"
FULL-AUTHOR_IDENTITY_HEADLINE_RECORD_FULL,full,AUTHOR_IDENTITY_HEADLINE_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/AUTHOR_IDENTITY_HEADLINE_RECORD_FULL.csv,10,Keywords,Keywords,Stable terminology.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"8.3 Lock authorship, headline layers and terminology to one claim"
FULL-AUTHOR_IDENTITY_HEADLINE_RECORD_FULL,full,AUTHOR_IDENTITY_HEADLINE_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/AUTHOR_IDENTITY_HEADLINE_RECORD_FULL.csv,11,Conclusion wording,Conclusion wording,Does not restore rejected claim.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"8.3 Lock authorship, headline layers and terminology to one claim"
FULL-AUTHOR_IDENTITY_HEADLINE_RECORD_FULL,full,AUTHOR_IDENTITY_HEADLINE_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/AUTHOR_IDENTITY_HEADLINE_RECORD_FULL.csv,12,File and repository metadata,File and repository metadata,Same identity.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"8.3 Lock authorship, headline layers and terminology to one claim"
FULL-AUTHOR_IDENTITY_HEADLINE_RECORD_FULL,full,AUTHOR_IDENTITY_HEADLINE_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/AUTHOR_IDENTITY_HEADLINE_RECORD_FULL.csv,13,Verification and version,Verification and version,"Reviewer, date and status.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",explicit version or dated revision; no ambiguous labels such as final-final,"8.3 Lock authorship, headline layers and terminology to one claim"
FULL-CANDIDATE_ARTEFACT_INSPECTION_RECORD_FULL,full,CANDIDATE_ARTEFACT_INSPECTION_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/CANDIDATE_ARTEFACT_INSPECTION_RECORD_FULL.csv,1,Candidate identifier,Candidate identifier,Stable ID.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"record versions and evidence locators, not secrets, personal data or proprietary payloads",non-empty when required; internally consistent with linked records,"5.5 Inspect the primary artefact, preserve failure and decide disposition"
FULL-CANDIDATE_ARTEFACT_INSPECTION_RECORD_FULL,full,CANDIDATE_ARTEFACT_INSPECTION_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/CANDIDATE_ARTEFACT_INSPECTION_RECORD_FULL.csv,2,Object and version,Object and version,Primary artefact.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"record versions and evidence locators, not secrets, personal data or proprietary payloads",explicit version or dated revision; no ambiguous labels such as final-final,"5.5 Inspect the primary artefact, preserve failure and decide disposition"
FULL-CANDIDATE_ARTEFACT_INSPECTION_RECORD_FULL,full,CANDIDATE_ARTEFACT_INSPECTION_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/CANDIDATE_ARTEFACT_INSPECTION_RECORD_FULL.csv,3,Work-unit link,Work-unit link,Authorised unit.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"record versions and evidence locators, not secrets, personal data or proprietary payloads",non-empty when required; internally consistent with linked records,"5.5 Inspect the primary artefact, preserve failure and decide disposition"
FULL-CANDIDATE_ARTEFACT_INSPECTION_RECORD_FULL,full,CANDIDATE_ARTEFACT_INSPECTION_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/CANDIDATE_ARTEFACT_INSPECTION_RECORD_FULL.csv,4,Inspection basis,Inspection basis,"Specification, protocol, reference, known case or reviewer basis.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"record versions and evidence locators, not secrets, personal data or proprietary payloads",non-empty when required; internally consistent with linked records,"5.5 Inspect the primary artefact, preserve failure and decide disposition"
FULL-CANDIDATE_ARTEFACT_INSPECTION_RECORD_FULL,full,CANDIDATE_ARTEFACT_INSPECTION_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/CANDIDATE_ARTEFACT_INSPECTION_RECORD_FULL.csv,5,Checks performed,Checks performed,Route-appropriate checks.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"record versions and evidence locators, not secrets, personal data or proprietary payloads",non-empty when required; internally consistent with linked records,"5.5 Inspect the primary artefact, preserve failure and decide disposition"
FULL-CANDIDATE_ARTEFACT_INSPECTION_RECORD_FULL,full,CANDIDATE_ARTEFACT_INSPECTION_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/CANDIDATE_ARTEFACT_INSPECTION_RECORD_FULL.csv,6,Failed or adverse cases,Failed or adverse cases,Retained evidence.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"record versions and evidence locators, not secrets, personal data or proprietary payloads",non-empty when required; internally consistent with linked records,"5.5 Inspect the primary artefact, preserve failure and decide disposition"
FULL-CANDIDATE_ARTEFACT_INSPECTION_RECORD_FULL,full,CANDIDATE_ARTEFACT_INSPECTION_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/CANDIDATE_ARTEFACT_INSPECTION_RECORD_FULL.csv,7,External effects,External effects,"Network, file system, participant, organisational or other effects.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"record versions and evidence locators, not secrets, personal data or proprietary payloads",non-empty when required; internally consistent with linked records,"5.5 Inspect the primary artefact, preserve failure and decide disposition"
FULL-CANDIDATE_ARTEFACT_INSPECTION_RECORD_FULL,full,CANDIDATE_ARTEFACT_INSPECTION_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/CANDIDATE_ARTEFACT_INSPECTION_RECORD_FULL.csv,8,"Secrets, privacy and licences","Secrets, privacy and licences",Status and remediation.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"record versions and evidence locators, not secrets, personal data or proprietary payloads",non-empty when required; internally consistent with linked records,"5.5 Inspect the primary artefact, preserve failure and decide disposition"
FULL-CANDIDATE_ARTEFACT_INSPECTION_RECORD_FULL,full,CANDIDATE_ARTEFACT_INSPECTION_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/CANDIDATE_ARTEFACT_INSPECTION_RECORD_FULL.csv,9,Deviations,Deviations,Difference from approved plan.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"record versions and evidence locators, not secrets, personal data or proprietary payloads",non-empty when required; internally consistent with linked records,"5.5 Inspect the primary artefact, preserve failure and decide disposition"
FULL-CANDIDATE_ARTEFACT_INSPECTION_RECORD_FULL,full,CANDIDATE_ARTEFACT_INSPECTION_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/CANDIDATE_ARTEFACT_INSPECTION_RECORD_FULL.csv,10,Disposition,Disposition,"Accept locally, repair, repeat, reject, defer or quarantine.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,work_disposition,accept locally; repair; repeat; reject; defer; quarantine,"record versions and evidence locators, not secrets, personal data or proprietary payloads",use one exact value from controlled vocabulary: work_disposition,"5.5 Inspect the primary artefact, preserve failure and decide disposition"
FULL-CANDIDATE_ARTEFACT_INSPECTION_RECORD_FULL,full,CANDIDATE_ARTEFACT_INSPECTION_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/CANDIDATE_ARTEFACT_INSPECTION_RECORD_FULL.csv,11,Reason,Reason,Evidence-based justification.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"record versions and evidence locators, not secrets, personal data or proprietary payloads",non-empty when required; internally consistent with linked records,"5.5 Inspect the primary artefact, preserve failure and decide disposition"
FULL-CANDIDATE_ARTEFACT_INSPECTION_RECORD_FULL,full,CANDIDATE_ARTEFACT_INSPECTION_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/CANDIDATE_ARTEFACT_INSPECTION_RECORD_FULL.csv,12,"Reviewer, date and version","Reviewer, date and version",Lifecycle record.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"record versions and evidence locators, not secrets, personal data or proprietary payloads",explicit version or dated revision; no ambiguous labels such as final-final,"5.5 Inspect the primary artefact, preserve failure and decide disposition"
FULL-CLAIM_EVIDENCE_MAP_FULL,full,CLAIM_EVIDENCE_MAP_FULL.csv,companion/04_TEMPLATES_FULL/CLAIM_EVIDENCE_MAP_FULL.csv,1,claim_id,Claim id,Stable identifier for one exact claim wording.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty stable identifier; unique within the project namespace,6.2 Build the evidence-to-claim chain; 6.8 Assemble the Evaluation and Claim Dossier and pass the Claim Gate; 7.5 Write results as an inspectable evidence record
FULL-CLAIM_EVIDENCE_MAP_FULL,full,CLAIM_EVIDENCE_MAP_FULL.csv,companion/04_TEMPLATES_FULL/CLAIM_EVIDENCE_MAP_FULL.csv,2,exact_claim_text,Exact claim text,Exact sentence or proposition whose wording is being authorised or rejected.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,6.2 Build the evidence-to-claim chain; 6.8 Assemble the Evaluation and Claim Dossier and pass the Claim Gate; 7.5 Write results as an inspectable evidence record
FULL-CLAIM_EVIDENCE_MAP_FULL,full,CLAIM_EVIDENCE_MAP_FULL.csv,companion/04_TEMPLATES_FULL/CLAIM_EVIDENCE_MAP_FULL.csv,3,claim_type,Claim type,Exact bounded claim or claim-related role represented by claim type.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,6.2 Build the evidence-to-claim chain; 6.8 Assemble the Evaluation and Claim Dossier and pass the Claim Gate; 7.5 Write results as an inspectable evidence record
FULL-CLAIM_EVIDENCE_MAP_FULL,full,CLAIM_EVIDENCE_MAP_FULL.csv,companion/04_TEMPLATES_FULL/CLAIM_EVIDENCE_MAP_FULL.csv,4,evidence_object,Evidence object,Stable identifier or safe locator for the evidence used. Do not paste confidential payloads.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,6.2 Build the evidence-to-claim chain; 6.8 Assemble the Evaluation and Claim Dossier and pass the Claim Gate; 7.5 Write results as an inspectable evidence record
FULL-CLAIM_EVIDENCE_MAP_FULL,full,CLAIM_EVIDENCE_MAP_FULL.csv,companion/04_TEMPLATES_FULL/CLAIM_EVIDENCE_MAP_FULL.csv,5,method_or_source,Method or source,"Verified source or identity information for method or source, sufficient for independent resolution.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,6.2 Build the evidence-to-claim chain; 6.8 Assemble the Evaluation and Claim Dossier and pass the Claim Gate; 7.5 Write results as an inspectable evidence record
FULL-CLAIM_EVIDENCE_MAP_FULL,full,CLAIM_EVIDENCE_MAP_FULL.csv,companion/04_TEMPLATES_FULL/CLAIM_EVIDENCE_MAP_FULL.csv,6,inferential_link,Inferential link,Record inferential link in sufficiently precise terms for a competent reviewer to reconstruct and challenge the decision.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,6.2 Build the evidence-to-claim chain; 6.8 Assemble the Evaluation and Claim Dossier and pass the Claim Gate; 7.5 Write results as an inspectable evidence record
FULL-CLAIM_EVIDENCE_MAP_FULL,full,CLAIM_EVIDENCE_MAP_FULL.csv,companion/04_TEMPLATES_FULL/CLAIM_EVIDENCE_MAP_FULL.csv,7,uncertainty,uncertainty,"Statistical, numerical, measurement, interpretive, model or transfer uncertainty relevant to the decision.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,6.2 Build the evidence-to-claim chain; 6.8 Assemble the Evaluation and Claim Dossier and pass the Claim Gate; 7.5 Write results as an inspectable evidence record
FULL-CLAIM_EVIDENCE_MAP_FULL,full,CLAIM_EVIDENCE_MAP_FULL.csv,companion/04_TEMPLATES_FULL/CLAIM_EVIDENCE_MAP_FULL.csv,8,boundary,boundary,"Explicit scope limit for population, case, corpus, time, environment, method or transfer.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,6.2 Build the evidence-to-claim chain; 6.8 Assemble the Evaluation and Claim Dossier and pass the Claim Gate; 7.5 Write results as an inspectable evidence record
FULL-CLAIM_EVIDENCE_MAP_FULL,full,CLAIM_EVIDENCE_MAP_FULL.csv,companion/04_TEMPLATES_FULL/CLAIM_EVIDENCE_MAP_FULL.csv,9,counter_evidence,Counter evidence,"Named, retrievable evidence relevant to counter evidence; use a safe locator rather than confidential payload.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,6.2 Build the evidence-to-claim chain; 6.8 Assemble the Evaluation and Claim Dossier and pass the Claim Gate; 7.5 Write results as an inspectable evidence record
FULL-CLAIM_EVIDENCE_MAP_FULL,full,CLAIM_EVIDENCE_MAP_FULL.csv,companion/04_TEMPLATES_FULL/CLAIM_EVIDENCE_MAP_FULL.csv,10,stronger_wording_rejected,Stronger wording rejected,Attractive but unsupported wording that the evidence does not authorise.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,6.2 Build the evidence-to-claim chain; 6.8 Assemble the Evaluation and Claim Dossier and pass the Claim Gate; 7.5 Write results as an inspectable evidence record
FULL-CLAIM_EVIDENCE_MAP_FULL,full,CLAIM_EVIDENCE_MAP_FULL.csv,companion/04_TEMPLATES_FULL/CLAIM_EVIDENCE_MAP_FULL.csv,11,contribution_link,Contribution link,Record contribution link in sufficiently precise terms for a competent reviewer to reconstruct and challenge the decision.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,6.2 Build the evidence-to-claim chain; 6.8 Assemble the Evaluation and Claim Dossier and pass the Claim Gate; 7.5 Write results as an inspectable evidence record
FULL-CLAIM_EVIDENCE_MAP_FULL,full,CLAIM_EVIDENCE_MAP_FULL.csv,companion/04_TEMPLATES_FULL/CLAIM_EVIDENCE_MAP_FULL.csv,12,status,status,Current lifecycle or decision status. Use the controlled vocabulary declared for the record.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,claim_status,candidate; supported conditionally; supported; narrowed; suspended; rejected,"controlled project metadata; no credentials, direct identifiers or confidential payloads",use one exact value from controlled vocabulary: claim_status,6.2 Build the evidence-to-claim chain; 6.8 Assemble the Evaluation and Claim Dossier and pass the Claim Gate; 7.5 Write results as an inspectable evidence record
FULL-CLAIM_EVIDENCE_MAP_FULL,full,CLAIM_EVIDENCE_MAP_FULL.csv,companion/04_TEMPLATES_FULL/CLAIM_EVIDENCE_MAP_FULL.csv,13,reviewer,reviewer,Named person or competent role that inspected the current version.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,6.2 Build the evidence-to-claim chain; 6.8 Assemble the Evaluation and Claim Dossier and pass the Claim Gate; 7.5 Write results as an inspectable evidence record
FULL-CLAIM_EVIDENCE_MAP_FULL,full,CLAIM_EVIDENCE_MAP_FULL.csv,companion/04_TEMPLATES_FULL/CLAIM_EVIDENCE_MAP_FULL.csv,14,version,version,Explicit version identifier for the record or object. Do not rely on file modification time.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",explicit version or dated revision; no ambiguous labels such as final-final,6.2 Build the evidence-to-claim chain; 6.8 Assemble the Evaluation and Claim Dossier and pass the Claim Gate; 7.5 Write results as an inspectable evidence record
FULL-CORE_SOURCE_NOTE_FULL,full,CORE_SOURCE_NOTE_FULL.csv,companion/04_TEMPLATES_FULL/CORE_SOURCE_NOTE_FULL.csv,1,Record identifier,Record identifier,Link to CORPUS.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,bibliographic and source metadata only; do not redistribute restricted full texts,non-empty when required; internally consistent with linked records,"3.5 Read, verify and appraise load-bearing sources; 7.3 Write the introduction and state of the art as a problem-to-position sequence"
FULL-CORE_SOURCE_NOTE_FULL,full,CORE_SOURCE_NOTE_FULL.csv,companion/04_TEMPLATES_FULL/CORE_SOURCE_NOTE_FULL.csv,2,Verified source identity,Verified source identity,"Authors, date, title, venue, DOI or official URL.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,bibliographic and source metadata only; do not redistribute restricted full texts,non-empty when required; internally consistent with linked records,"3.5 Read, verify and appraise load-bearing sources; 7.3 Write the introduction and state of the art as a problem-to-position sequence"
FULL-CORE_SOURCE_NOTE_FULL,full,CORE_SOURCE_NOTE_FULL.csv,companion/04_TEMPLATES_FULL/CORE_SOURCE_NOTE_FULL.csv,3,Source class,Source class,"Study, standard, regulation, documentation, dataset or other.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,bibliographic and source metadata only; do not redistribute restricted full texts,non-empty when required; internally consistent with linked records,"3.5 Read, verify and appraise load-bearing sources; 7.3 Write the introduction and state of the art as a problem-to-position sequence"
FULL-CORE_SOURCE_NOTE_FULL,full,CORE_SOURCE_NOTE_FULL.csv,companion/04_TEMPLATES_FULL/CORE_SOURCE_NOTE_FULL.csv,4,Question addressed,Question addressed,What the source investigates or governs.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,bibliographic and source metadata only; do not redistribute restricted full texts,non-empty when required; internally consistent with linked records,"3.5 Read, verify and appraise load-bearing sources; 7.3 Write the introduction and state of the art as a problem-to-position sequence"
